"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"KLF2",3.62019256494104e-06,0.292665730521243,0.369,0.285,0.0777038132138944,"3","KLF2"
"ZFAND5",5.33271008180711e-06,0.310418728747823,0.27,0.2,0.114461289195908,"3","ZFAND5"
"DDX21",7.14468171979164e-06,0.343458367591324,0.286,0.218,0.153353448433608,"3","DDX21"
"SRSF5",7.22767976662431e-06,0.259607798722195,0.354,0.273,0.155134918510824,"3","SRSF5"
"SET",1.05223299542182e-05,0.303726556482491,0.298,0.228,0.225851290137339,"3","SET"
"UBE2D3",1.63206677968568e-05,0.28759131405823,0.301,0.23,0.350306813591734,"3","UBE2D3"
"CTGF1",1.92434366831856e-05,0.31874823077228,0.382,0.305,0.413041124967896,"3","CTGF"
"HNRNPA1",2.08794202033666e-05,0.323362297437782,0.266,0.204,0.44815587524506,"3","HNRNPA1"
"SEPT2",4.82267926402598e-05,0.259963792041104,0.26,0.195,1,"3","SEPT2"
"IRF1",6.01187691248737e-05,0.261031370478895,0.396,0.324,1,"3","IRF1"
"CAV11",6.49407549236672e-05,0.285714637919216,0.44,0.37,1,"3","CAV1"
"GSN1",0.000185685166483519,0.296204632886023,0.341,0.284,1,"3","GSN"
"BHLHE40",0.000227373735721126,0.313593161773189,0.264,0.209,1,"3","BHLHE40"
"TAGLN2",0.00104822637203522,0.251078236843217,0.341,0.293,1,"3","TAGLN2"
"INHBA",1.03928012796345e-298,3.4441312043983,0.771,0.173,2.23071086666075e-294,"4","INHBA"
"CXCL81",2.84227575199249e-204,2.69649854553123,0.805,0.266,6.10066067407669e-200,"4","CXCL8"
"EREG",2.26576526394948e-198,2.22966142825941,0.677,0.161,4.86323856254117e-194,"4","EREG"
"HAS1",1.74928492667768e-190,2.03879236697116,0.62,0.144,3.75466516662098e-186,"4","HAS1"
"ANGPTL4",1.03860792822767e-176,1.76007958221447,0.376,0.05,2.22926805714786e-172,"4","ANGPTL4"
"GEM",1.00568574041888e-169,2.02864071743752,0.493,0.1,2.15860387323508e-165,"4","GEM"
"HMOX1",4.4720214013094e-151,1.64566092105184,0.327,0.044,9.5987467357705e-147,"4","HMOX1"
"CCL20",2.21379738132409e-143,2.08920678998718,0.278,0.034,4.75169469927403e-139,"4","CCL20"
"CEBPB",8.14879245088827e-134,1.69752851048077,0.662,0.225,1.74905681165866e-129,"4","CEBPB"
"SOD21",2.93720343590903e-131,1.56279475777806,0.909,0.549,6.30441345483513e-127,"4","SOD2"
"MEDAG",4.57726386094317e-129,1.67289789817811,0.484,0.115,9.82463915112843e-125,"4","MEDAG"
"C11orf96",1.58864346285724e-127,1.92511312759943,0.771,0.348,3.40986432867678e-123,"4","C11orf96"
"VEGFA",2.44019930794427e-125,1.6637818507344,0.365,0.068,5.23764379457158e-121,"4","VEGFA"
"UGP2",6.6347473563369e-120,2.15252441815271,0.544,0.17,1.42408217256415e-115,"4","UGP2"
"PTGS2",8.22285435367931e-112,2.14175728724443,0.306,0.056,1.76495345847373e-107,"4","PTGS2"
"CXCL1",2.65420937216509e-109,2.09951634817985,0.526,0.167,5.69699499641516e-105,"4","CXCL1"
"ERRFI11",3.8042131429064e-108,1.56890483615181,0.741,0.327,8.1653630899343e-104,"4","ERRFI1"
"MEG8",4.41438551562115e-104,1.54228327961645,0.251,0.039,9.47503707072924e-100,"4","MEG8"
"IER3",4.06742433208548e-99,1.62309809635222,0.743,0.347,8.73031958638827e-95,"4","IER3"
"GPRC5A",3.35647130343871e-97,1.54108550952395,0.556,0.187,7.20433000570085e-93,"4","GPRC5A"
"TIMP3",5.51607568455849e-90,1.58238558227014,0.773,0.436,1.18397048493363e-85,"4","TIMP3"
"ACKR3",8.53060180751684e-89,1.35339897042103,0.284,0.055,1.83100837196541e-84,"4","ACKR3"
"WTAP",1.83958982263908e-82,1.36310660752339,0.527,0.187,3.94849559531252e-78,"4","WTAP"
"TNFAIP61",4.31431518484758e-81,1.47190682586905,0.688,0.315,9.26024611275685e-77,"4","TNFAIP6"
"NAMPT1",3.55907408200706e-80,1.47762225592756,0.722,0.359,7.63919660961995e-76,"4","NAMPT"
"CXCL3",7.65405691810965e-76,1.83203730383102,0.408,0.131,1.64286677690306e-71,"4","CXCL3"
"METRNL",8.03494063042565e-76,1.1938546744904,0.357,0.093,1.72461965691456e-71,"4","METRNL"
"HIF1A",5.91417255037783e-75,1.25545325118001,0.612,0.253,1.2694179962131e-70,"4","HIF1A"
"PNRC1",1.44121853743674e-73,1.19120351693761,0.726,0.377,3.09343146875423e-69,"4","PNRC1"
"MT2A1",3.25199915660202e-73,1.32416119076889,0.957,0.827,6.98009098973058e-69,"4","MT2A"
"RND3",1.00927925133417e-71,1.33781840534839,0.416,0.136,2.16631698506366e-67,"4","RND3"
"MEG31",3.90510374408535e-71,1.51470276498408,0.631,0.304,8.38191467630479e-67,"4","MEG3"
"SLC39A14",1.39829827083529e-69,1.29416771049135,0.431,0.149,3.00130740852087e-65,"4","SLC39A14"
"MT-CO3",7.83873523895144e-63,0.670185939766728,0.998,0.995,1.68250613168854e-58,"4","MT-CO3"
"RCAN1",1.07070955749227e-62,1.3403284606406,0.285,0.076,2.2981709942014e-58,"4","RCAN1"
"STEAP41",1.05324684804498e-61,1.54428859544561,0.552,0.26,2.26068903464375e-57,"4","STEAP4"
"HBEGF",3.53937228611136e-61,1.37099325120548,0.514,0.213,7.59690867490943e-57,"4","HBEGF"
"TIMP11",1.59008636389347e-59,1.05051013292438,0.854,0.596,3.41296137146095e-55,"4","TIMP1"
"COL1A21",6.83177135865058e-57,1.16507380498313,0.836,0.529,1.46637140442076e-52,"4","COL1A2"
"PCOLCE1",8.05882164678613e-57,1.08566697603295,0.601,0.292,1.72974547826617e-52,"4","PCOLCE"
"HSP90AB1",4.55896834208838e-56,1.04796550144339,0.673,0.394,9.7853696494585e-52,"4","HSP90AB1"
"DDX211",2.00210969918376e-55,1.05760675032181,0.499,0.206,4.29732825832802e-51,"4","DDX21"
"LDHA",1.35123695089946e-54,1.10239576733039,0.56,0.274,2.90029499141059e-50,"4","LDHA"
"CXCL21",1.8388608561789e-54,1.42300951792422,0.484,0.214,3.9469309417024e-50,"4","CXCL2"
"LUM1",5.84352662002221e-54,1.17874264213012,0.764,0.483,1.25425455372157e-49,"4","LUM"
"COL6A21",1.61533769979913e-53,1.13831161795857,0.633,0.331,3.46716083884886e-49,"4","COL6A2"
"DCN1",2.9094492763808e-52,1.27896029692766,0.624,0.33,6.24484192682375e-48,"4","DCN"
"ABL2",1.80234750715346e-49,1.17605807596715,0.376,0.146,3.86855868935418e-45,"4","ABL2"
"INSIG1",2.15724677880408e-49,1.2873589012695,0.263,0.078,4.63031448602508e-45,"4","INSIG1"
"CTSL",5.1625187454674e-48,1.11974889529436,0.355,0.124,1.10808302352712e-43,"4","CTSL"
"MAT2A",5.58879266214633e-48,1.20571524468588,0.371,0.145,1.19957845700309e-43,"4","MAT2A"
"PRRX1",6.815725895737e-48,1.12882061715859,0.282,0.088,1.46292740626099e-43,"4","PRRX1"
"CRTAC11",2.74670115903057e-46,1.04070017873151,0.662,0.381,5.89551936774322e-42,"4","CRTAC1"
"FNIP2",5.23142766420117e-46,1.10644317298724,0.276,0.087,1.12287363384414e-41,"4","FNIP2"
"IFITM31",7.58630393136763e-46,0.93284219801062,0.722,0.423,1.62832427582875e-41,"4","IFITM3"
"FSTL11",1.40234097444547e-45,1.11195947000555,0.612,0.347,3.00998466754976e-41,"4","FSTL1"
"PLOD2",3.0596679707808e-44,1.31205849148565,0.308,0.112,6.5672713324839e-40,"4","PLOD2"
"COL3A11",7.38469999499714e-44,1.81095897822155,0.622,0.433,1.58505200692619e-39,"4","COL3A1"
"PHLDA11",2.7690755095201e-42,1.0757794268394,0.474,0.223,5.94354367363393e-38,"4","PHLDA1"
"CEBPD",9.30338481493378e-42,1.1171312368331,0.442,0.199,1.99687851667739e-37,"4","CEBPD"
"TCEAL9",1.60097640254535e-41,1.04298882502246,0.333,0.126,3.43633575042333e-37,"4","TCEAL9"
"CCDC801",6.05396400847723e-41,0.909827723908486,0.747,0.53,1.29942283477955e-36,"4","CCDC80"
"ANXA11",2.62923118300521e-40,0.885808120470092,0.677,0.421,5.64338181120238e-36,"4","ANXA1"
"PLA2G2A1",5.26542643391267e-40,0.856395384407609,0.892,0.682,1.13017112977502e-35,"4","PLA2G2A"
"APLP21",9.07445295167384e-40,0.892631823311555,0.631,0.361,1.94774058154727e-35,"4","APLP2"
"SPARC1",9.2225585095344e-40,1.1604171970692,0.58,0.344,1.97952995848646e-35,"4","SPARC"
"ARID5B",4.55060561582955e-38,0.988739281986502,0.52,0.272,9.76741989381654e-34,"4","ARID5B"
"KDM6B",4.55191796807181e-38,1.05430313668249,0.352,0.148,9.77023672666934e-34,"4","KDM6B"
"HSPA5",4.59012333836939e-38,1.03555353721529,0.681,0.406,9.85224073347605e-34,"4","HSPA5"
"BHLHE401",3.12447679795643e-37,0.978432300397946,0.433,0.2,6.70637699913368e-33,"4","BHLHE40"
"CYCS",3.50325807623341e-37,1.00071199276049,0.363,0.15,7.51939313482739e-33,"4","CYCS"
"ATP1B3",1.77836183467663e-35,0.913323073862607,0.314,0.12,3.81707584194992e-31,"4","ATP1B3"
"UAP11",2.22417490192011e-35,0.875272385975231,0.448,0.21,4.77396900948133e-31,"4","UAP1"
"ABI3BP1",2.43461169882161e-35,0.850072816254862,0.577,0.327,5.2256505503507e-31,"4","ABI3BP"
"BGN",5.75284336175691e-35,1.14930601092111,0.319,0.137,1.2347902991675e-30,"4","BGN"
"FN11",9.60684962822e-35,0.593269661592991,0.994,0.949,2.06201420420114e-30,"4","FN1"
"NEAT1",1.05119352160745e-34,0.56334203276983,1,0.993,2.25628177477822e-30,"4","NEAT1"
"MT-ND4",4.65803547186536e-34,0.468679226366002,0.998,0.979,9.9980073368118e-30,"4","MT-ND4"
"ID21",7.50185151670352e-34,0.896667461523112,0.463,0.223,1.61019740954524e-29,"4","ID2"
"S100A101",9.26609875357503e-34,0.718163079613892,0.826,0.62,1.98887543646735e-29,"4","S100A10"
"VCAM11",4.26275911952032e-33,0.877032043770996,0.654,0.396,9.14958617413842e-29,"4","VCAM1"
"FTH11",1.09336440529019e-32,0.753958533957365,0.94,0.77,2.34679735951487e-28,"4","FTH1"
"EMP11",2.17333768320192e-32,0.835643219175974,0.491,0.254,4.6648520032246e-28,"4","EMP1"
"SLC2A31",2.51594177624195e-32,1.12252392016826,0.437,0.224,5.40021742852573e-28,"4","SLC2A3"
"PMP22",6.26125295850781e-32,0.888291607263017,0.374,0.167,1.34391533501412e-27,"4","PMP22"
"RUNX1",1.20223383658314e-31,0.880858646617175,0.365,0.166,2.58047470684205e-27,"4","RUNX1"
"REL",1.90132073570731e-31,0.92014641440596,0.397,0.196,4.08099482712218e-27,"4","REL"
"MTRNR2L12",2.38527136052583e-31,0.749936038689377,0.408,0.191,5.11974644823264e-27,"4","MTRNR2L12"
"MT-ATP8",2.85312267980954e-31,0.984145764205262,0.605,0.386,6.1239425199432e-27,"4","MT-ATP8"
"MT1X",3.43490641668579e-31,1.17680380495178,0.512,0.299,7.37268313277438e-27,"4","MT1X"
"BZW11",4.0354081657014e-31,0.800248124756409,0.573,0.323,8.66160008686149e-27,"4","BZW1"
"COL1A1",8.5823707777356e-31,1.47560088622447,0.403,0.22,1.84212006373317e-26,"4","COL1A1"
"ICAM1",1.53303995643661e-30,1.07852119950615,0.251,0.097,3.29051696249555e-26,"4","ICAM1"
"BTG1",6.26781096714876e-30,0.728046668848853,0.745,0.54,1.34532294598881e-25,"4","BTG1"
"GFPT2",1.28772185326263e-29,0.778296618051927,0.336,0.15,2.76396618584291e-25,"4","GFPT2"
"NNMT1",1.34826335209024e-29,0.769217681625523,0.541,0.302,2.89391245892648e-25,"4","NNMT"
"NR4A1",7.16436708801074e-29,0.953335054770195,0.42,0.222,1.53775975177063e-24,"4","NR4A1"
"HSP90AA1",1.07867183285247e-28,0.829331377034944,0.684,0.476,2.31526122203454e-24,"4","HSP90AA1"
"NCOA71",2.2690494891738e-28,0.926106568246593,0.359,0.168,4.87028782356265e-24,"4","NCOA7"
"TXN",2.47799383282468e-28,0.869936518971386,0.484,0.278,5.31876596277489e-24,"4","TXN"
"MT-CO1",3.28290271068839e-28,0.381001959976368,1,0.994,7.04642237822156e-24,"4","MT-CO1"
"HTRA11",4.26741989884194e-28,0.7251794189676,0.775,0.541,9.15959007087434e-24,"4","HTRA1"
"SEMA3C1",4.60129997270823e-28,0.773306514628054,0.514,0.299,9.87623026142094e-24,"4","SEMA3C"
"CD44",1.39592293421934e-27,0.738909758041937,0.599,0.362,2.99620898600839e-23,"4","CD44"
"NFKBIA",2.43616984912795e-27,0.774154638504885,0.701,0.487,5.22899496416823e-23,"4","NFKBIA"
"TNC1",2.75661746055163e-27,0.994805482094532,0.423,0.232,5.91680371732801e-23,"4","TNC"
"YBX31",4.53329797443483e-27,0.805153380069891,0.531,0.306,9.73027077232692e-23,"4","YBX3"
"TIMP21",5.11348239652794e-27,0.769241883632142,0.512,0.29,1.09755786159076e-22,"4","TIMP2"
"CHI3L21",8.40712705626393e-27,1.54222478859057,0.376,0.206,1.80450575135649e-22,"4","CHI3L2"
"RAN",9.70327493618839e-27,0.711888099428553,0.28,0.114,2.08271093230348e-22,"4","RAN"
"NFE2L2",3.72026777152601e-26,0.680514773193019,0.338,0.153,7.98518274480343e-22,"4","NFE2L2"
"COL6A31",5.29031296706874e-26,0.90990171597143,0.671,0.467,1.13551277525163e-21,"4","COL6A3"
"CHMP1B",8.12051354334383e-26,0.943483585876715,0.319,0.156,1.74298702694332e-21,"4","CHMP1B"
"NFIL3",1.3934543112156e-25,0.830554112579599,0.253,0.105,2.99091033359317e-21,"4","NFIL3"
"TWISTNB",1.07970268544235e-24,0.998266800956978,0.316,0.157,2.31747384403346e-20,"4","TWISTNB"
"KLF41",2.15245814472123e-24,0.69455102412215,0.482,0.275,4.62003616182964e-20,"4","KLF4"
"FGFR1",2.1567143346566e-24,0.833896288019895,0.272,0.121,4.62917164790693e-20,"4","FGFR1"
"COL5A21",6.42064125546789e-24,1.06484844991153,0.352,0.188,1.37812643907363e-19,"4","COL5A2"
"APP1",1.71308255862176e-23,0.732193554613908,0.465,0.264,3.67696040382574e-19,"4","APP"
"GAPDH",5.22264979945168e-23,0.706796563483431,0.56,0.369,1.12098955295431e-18,"4","GAPDH"
"PTMS",6.21442783187734e-23,0.619964848986946,0.378,0.188,1.33386478983415e-18,"4","PTMS"
"TFPI",7.59167793121231e-23,0.767047921204395,0.304,0.146,1.62947775115541e-18,"4","TFPI"
"C1R1",9.10138869341299e-23,0.714611136642676,0.626,0.401,1.95352206915416e-18,"4","C1R"
"IFI6",1.03542099409385e-22,0.860852843362018,0.278,0.128,2.22242762172304e-18,"4","IFI6"
"EEF2",1.84143970813696e-22,0.613928355745121,0.516,0.297,3.95246618954516e-18,"4","EEF2"
"CD631",2.38927575070733e-22,0.603541266000083,0.73,0.569,5.12834147131822e-18,"4","CD63"
"COL6A1",2.91902886553108e-22,1.0291660325551,0.437,0.269,6.2654035569759e-18,"4","COL6A1"
"NPM1",5.47973096203701e-22,0.643954085918288,0.503,0.287,1.17616945369162e-17,"4","NPM1"
"MMP31",1.10884435244222e-21,1.66108600274711,0.858,0.72,2.38002351808199e-17,"4","MMP3"
"ELL2",1.52091148364615e-21,0.701947059273841,0.439,0.257,3.26448440849809e-17,"4","ELL2"
"TPI1",2.841856855185e-21,0.705045676952156,0.304,0.144,6.09976155396909e-17,"4","TPI1"
"MT-ND2",1.3824811167498e-20,0.315961375362027,0.975,0.962,2.96735746899178e-16,"4","MT-ND2"
"AL078639.1",1.687924675528e-20,0.869344746566887,0.304,0.155,3.62296152355331e-16,"4","AL078639.1"
"MRC2",2.12520992650492e-20,0.713630498691693,0.314,0.161,4.56155058625015e-16,"4","MRC2"
"EFEMP1",4.11913853993519e-20,0.774174726711731,0.314,0.164,8.84131896211689e-16,"4","EFEMP1"
"ANXA5",4.7659162721483e-20,0.734462231211662,0.463,0.271,1.02295626865391e-15,"4","ANXA5"
"NR4A21",4.97781187233643e-20,0.931790986129848,0.382,0.224,1.06843754027829e-15,"4","NR4A2"
"KCNQ1OT1",5.46802671474361e-20,0.805281057324346,0.299,0.151,1.17365725405257e-15,"4","KCNQ1OT1"
"LRP11",9.54720909439086e-20,0.639942211651289,0.482,0.3,2.04921296002005e-15,"4","LRP1"
"HSPE1",1.10758904859687e-19,0.696705975018955,0.25,0.111,2.37732913390833e-15,"4","HSPE1"
"ATP2B1",1.70205950045563e-19,0.634838179121063,0.369,0.198,3.65330051177796e-15,"4","ATP2B1"
"ITGAV",2.78029622263142e-19,0.668103151109204,0.319,0.165,5.96762781225609e-15,"4","ITGAV"
"LAPTM4A1",3.74277917216916e-19,0.648278560387222,0.471,0.276,8.03350121514388e-15,"4","LAPTM4A"
"SDCBP",5.97626665942854e-19,0.782929466243008,0.333,0.173,1.28274587577974e-14,"4","SDCBP"
"SAT11",6.83928230624178e-19,0.46776133957626,0.828,0.673,1.46798355421174e-14,"4","SAT1"
"MGP",9.68047937348759e-19,0.922541293985446,0.546,0.377,2.07781809272538e-14,"4","MGP"
"NFKB1",9.9547979341852e-19,0.660261055996775,0.285,0.142,2.13669782859351e-14,"4","NFKB1"
"MT-CYB",1.19223506503762e-18,0.302463722292649,0.992,0.98,2.55901334359674e-14,"4","MT-CYB"
"EEF1A1",1.89713235874582e-18,0.359988933517855,0.981,0.938,4.07200489481204e-14,"4","EEF1A1"
"NCL",1.99281688981826e-18,0.662418729728341,0.554,0.371,4.27738217230591e-14,"4","NCL"
"MT-CO2",3.4038563751243e-18,0.336896976586429,0.998,0.998,7.30603732356681e-14,"4","MT-CO2"
"HSPD1",3.53575381923107e-18,0.739389390631408,0.299,0.148,7.58914199759757e-14,"4","HSPD1"
"ENO1",5.34557110062681e-18,0.760321425856316,0.389,0.221,1.14737338103854e-13,"4","ENO1"
"PRG41",3.39573367055737e-17,1.14547079006629,0.958,0.934,7.28860275048434e-13,"4","PRG4"
"MTRNR2L8",5.51671077639851e-17,0.614807429703118,0.365,0.202,1.18410680104618e-12,"4","MTRNR2L8"
"PKM",9.01756317678533e-17,0.598859902390166,0.353,0.192,1.9355297602652e-12,"4","PKM"
"COL4A11",1.04300093054434e-16,0.716114079937988,0.263,0.134,2.23869719732037e-12,"4","COL4A1"
"MT-ND4L",1.30481461948159e-16,0.553055429282908,0.817,0.633,2.80065409925528e-12,"4","MT-ND4L"
"VCAN",1.88262916790605e-16,1.26706744302421,0.295,0.163,4.04087524599354e-12,"4","VCAN"
"C1S1",1.9305558032874e-16,0.572747939901119,0.52,0.353,4.14374497617608e-12,"4","C1S"
"VIM1",2.60922522239382e-16,0.576271991470086,0.917,0.855,5.60044101734609e-12,"4","VIM"
"CALD1",4.051121734312e-16,0.706318368895698,0.444,0.287,8.69532769052727e-12,"4","CALD1"
"VKORC1",6.3724679088765e-16,0.609607635563848,0.319,0.177,1.36778651196125e-11,"4","VKORC1"
"COLEC12",1.59669918140655e-15,0.602139233132295,0.329,0.186,3.42715512297101e-11,"4","COLEC12"
"CD811",1.67377663734986e-15,0.452135481625993,0.52,0.332,3.59259417440774e-11,"4","CD81"
"CST31",4.22644683416116e-15,0.535805867492008,0.652,0.495,9.07164548484351e-11,"4","CST3"
"NDRG1",4.43384844297744e-15,0.586992496670092,0.28,0.145,9.51681229800678e-11,"4","NDRG1"
"SGK11",5.18294354329617e-15,0.602679738090011,0.486,0.314,1.11246700213309e-10,"4","SGK1"
"HNRNPC",9.53787224216305e-15,0.531909333584127,0.503,0.324,2.04720889805788e-10,"4","HNRNPC"
"ITGB1",1.25922125618413e-14,0.602904370933306,0.457,0.289,2.70279250427361e-10,"4","ITGB1"
"BASP1",5.84642594550533e-14,0.76254539906343,0.282,0.161,1.25487686494326e-09,"4","BASP1"
"MT-ND1",6.17539219361819e-14,0.312715365766172,0.949,0.92,1.32548618043821e-09,"4","MT-ND1"
"THBS41",6.25849212595782e-14,0.58635625798436,0.405,0.264,1.34332274991559e-09,"4","THBS4"
"DNAJA1",6.42222355236373e-14,0.528677256288067,0.459,0.289,1.37846606327935e-09,"4","DNAJA1"
"ANKH",6.69747448063124e-14,0.622313392542976,0.278,0.156,1.43754592252269e-09,"4","ANKH"
"UGDH",6.87148838723245e-14,0.6603688198293,0.251,0.135,1.47489626743557e-09,"4","UGDH"
"IFI161",7.3564831600095e-14,0.690877691612059,0.353,0.207,1.57899554546444e-09,"4","IFI16"
"EIF3J",7.98156408868274e-14,0.570278386694687,0.267,0.142,1.71316291599486e-09,"4","EIF3J"
"EIF5A",1.35011306485998e-13,0.424938963794506,0.263,0.133,2.89788268241545e-09,"4","EIF5A"
"NACA",2.0381038595376e-13,0.544168938486833,0.55,0.397,4.37458612411151e-09,"4","NACA"
"RGCC1",3.49637533100356e-13,0.589682571534674,0.395,0.263,7.50462001046604e-09,"4","RGCC"
"HSPA8",4.0998831751354e-13,0.564398361598739,0.401,0.246,8.79998924711063e-09,"4","HSPA8"
"CD55",4.66196365172088e-13,0.443637040361472,0.363,0.211,1.00064387820537e-08,"4","CD55"
"S100A41",5.4053137842333e-13,0.489825615668393,0.72,0.609,1.16019655064784e-08,"4","S100A4"
"SKP1",9.69859733190307e-13,0.466671642039143,0.463,0.303,2.08170693131967e-08,"4","SKP1"
"CYP1B11",1.02480877190842e-12,0.519326460633552,0.58,0.428,2.19964954802424e-08,"4","CYP1B1"
"ITM2B1",1.834817500608e-12,0.415154639880149,0.747,0.629,3.93825228330501e-08,"4","ITM2B"
"ENAH",2.28560387096443e-12,0.615541530066666,0.257,0.148,4.90582014863806e-08,"4","ENAH"
"MMP11",2.35017664280852e-12,1.28197473116513,0.393,0.292,5.0444191461242e-08,"4","MMP1"
"MAP1LC3B",2.39307151428068e-12,0.531791836544526,0.265,0.144,5.13648869825205e-08,"4","MAP1LC3B"
"HNRNPK",3.39115560559102e-12,0.482855807371644,0.448,0.29,7.27877639184056e-08,"4","HNRNPK"
"EIF1",3.45230282338736e-12,0.420834930712999,0.777,0.706,7.41002278011863e-08,"4","EIF1"
"DSTN",3.99851284785065e-12,0.522808284816408,0.582,0.413,8.58240797662664e-08,"4","DSTN"
"CD99",4.02312566156462e-12,0.558096480098553,0.501,0.345,8.6352369199823e-08,"4","CD99"
"LGALS1",4.35766089177214e-12,0.567456189800282,0.552,0.385,9.35328333809972e-08,"4","LGALS1"
"CALU",5.59849783152739e-12,0.601130679453994,0.287,0.177,1.20166157455904e-07,"4","CALU"
"PRRC2C",6.52276396608165e-12,0.449431508896784,0.478,0.316,1.40004605767977e-07,"4","PRRC2C"
"IFITM21",6.98731021304003e-12,0.525232203651818,0.405,0.258,1.49975626412691e-07,"4","IFITM2"
"UBB",1.10250982124913e-11,0.513100844681674,0.491,0.33,2.36642708032913e-07,"4","UBB"
"S100A111",1.29431183747329e-11,0.367771899331073,0.561,0.417,2.77811092795266e-07,"4","S100A11"
"RPS24",1.64134110633557e-11,0.40838121981188,0.802,0.71,3.52297455063866e-07,"4","RPS24"
"POMP",3.23292603254659e-11,0.453887346175631,0.321,0.187,6.93915243625799e-07,"4","POMP"
"PRKAR1A",3.24819493578979e-11,0.530005113587803,0.265,0.158,6.9719256101792e-07,"4","PRKAR1A"
"SQSTM1",4.28779720935105e-11,0.447481283110904,0.507,0.348,9.2033279301511e-07,"4","SQSTM1"
"SFPQ",4.29636669225195e-11,0.480100119640141,0.44,0.29,9.22172146824958e-07,"4","SFPQ"
"SERF21",5.052666451669e-11,0.321473166827809,0.769,0.659,1.08450432718623e-06,"4","SERF2"
"CLIC4",6.14220682826094e-11,0.608806413791014,0.276,0.167,1.31836327361793e-06,"4","CLIC4"
"PPIA",8.3841416596803e-11,0.437489237670398,0.556,0.385,1.79957216583378e-06,"4","PPIA"
"MORF4L2",8.64719697662992e-11,0.473791271450704,0.251,0.145,1.85603435906385e-06,"4","MORF4L2"
"DUSP11",1.35291430022984e-10,0.523274804419601,0.684,0.531,2.90389525401332e-06,"4","DUSP1"
"SERBP11",1.46129496425986e-10,0.463579967990387,0.431,0.291,3.13652351128735e-06,"4","SERBP1"
"S100A61",2.51599321931019e-10,0.565038981002065,0.766,0.742,5.4003278459274e-06,"4","S100A6"
"CAV12",2.77935528126789e-10,0.560807265064945,0.514,0.367,5.9656081757134e-06,"4","CAV1"
"HNRNPU",3.67047933487223e-10,0.463539977660628,0.503,0.35,7.87831684436976e-06,"4","HNRNPU"
"RTN4",3.98417550975165e-10,0.491764448731188,0.361,0.23,8.55163431413094e-06,"4","RTN4"
"DDX5",4.05950337768372e-10,0.334768702539899,0.69,0.587,8.71331804986035e-06,"4","DDX5"
"FNDC3B",4.23492875911249e-10,0.636870315410204,0.338,0.232,9.08985108855904e-06,"4","FNDC3B"
"DST1",5.42483377495311e-10,0.465543718785214,0.346,0.231,1.16438632145593e-05,"4","DST"
"KLF9",7.7067119766042e-10,0.475072013452568,0.259,0.157,1.65416865865833e-05,"4","KLF9"
"UBA52",9.39476425598561e-10,0.406820043471068,0.607,0.482,2.01649219990475e-05,"4","UBA52"
"GPX3",9.42379712829368e-10,0.576579165057863,0.278,0.173,2.02272381561696e-05,"4","GPX3"
"SPAG9",9.7857719917063e-10,0.511161083698068,0.259,0.157,2.10041810029984e-05,"4","SPAG9"
"RPL71",1.02107844235749e-09,0.346182067636576,0.556,0.409,2.19164276867611e-05,"4","RPL7"
"HNRNPA3",1.22477891664042e-09,0.457620277091908,0.353,0.227,2.62886546667701e-05,"4","HNRNPA3"
"RPS23",1.24635496894086e-09,0.494956311125811,0.735,0.635,2.67517630533467e-05,"4","RPS23"
"CD91",1.36688739506103e-09,0.344805476016709,0.346,0.219,2.93388710475899e-05,"4","CD9"
"RAC12",2.20897761842907e-09,0.530191345420037,0.344,0.223,4.74134956019615e-05,"4","RAC1"
"RBM39",2.72849603431719e-09,0.42637169274395,0.463,0.319,5.85644388805842e-05,"4","RBM39"
"YWHAE",3.62743383342568e-09,0.47504456922184,0.41,0.271,7.78592398006489e-05,"4","YWHAE"
"SOD1",3.81259862150586e-09,0.345764656028569,0.289,0.173,8.18336168120018e-05,"4","SOD1"
"NUPR1",3.88637644716457e-09,0.306324557491918,0.261,0.148,8.34171840619404e-05,"4","NUPR1"
"ATF4",6.64822177840393e-09,0.414254093420484,0.304,0.194,0.000142697432251662,"4","ATF4"
"DDX24",6.70684967361607e-09,0.423740216850208,0.416,0.281,0.000143955821394495,"4","DDX24"
"IGFBP41",7.56689415951143e-09,0.625229146664054,0.336,0.23,0.000162415816239753,"4","IGFBP4"
"RPL8",8.2729571152852e-09,0.394762554076178,0.592,0.472,0.000177570751522481,"4","RPL8"
"KTN11",9.73093921467914e-09,0.390335600973099,0.301,0.187,0.000208864879303873,"4","KTN1"
"MSN1",1.0293856547734e-08,0.446820578028049,0.295,0.185,0.000220947336940563,"4","MSN"
"ZFAND51",1.37917868252744e-08,0.440288350723273,0.299,0.2,0.000296026912417689,"4","ZFAND5"
"LRRFIP1",1.42074093034038e-08,0.455792482304058,0.342,0.23,0.00030494783328826,"4","LRRFIP1"
"CHCHD2",1.63353429195824e-08,0.499389147335319,0.31,0.195,0.000350621800425917,"4","CHCHD2"
"CREB51",2.02313914899767e-08,0.44508728237757,0.372,0.264,0.000434246586940861,"4","CREB5"
"PRDX11",2.07921532354201e-08,0.381733801789604,0.414,0.281,0.000446282777045057,"4","PRDX1"
"TPT1",2.41056170415201e-08,0.299291688923008,0.93,0.918,0.000517402964179187,"4","TPT1"
"BTF3",2.48097996305382e-08,0.388904525737378,0.408,0.279,0.000532517539269873,"4","BTF3"
